"country","year","month","sum"
"Pakistan",2012,10,4
"Sudan",2012,10,4
"India",2012,10,3
"Kenya",2012,10,3
"Australia",2012,10,3
"Iran",2012,10,3
"United States",2012,10,3
"Afghanistan",2012,10,2
"Congo",2012,10,2
"Egypt",2012,10,2
"Greece",2012,10,2
"Indonesia",2012,10,2
"Iraq",2012,10,2
"Lebanon",2012,10,2
"Libya",2012,10,2
"Mali",2012,10,2
"Myanmar",2012,10,2
"Nigeria",2012,10,2
"Peru",2012,10,2
"Philippines",2012,10,2
"Russia",2012,10,2
"Somalia",2012,10,2
"Syria",2012,10,2
"Thailand",2012,10,2
"Turkey",2012,10,2
"Uganda",2012,10,2
"Algeria",2012,10,1
"Argentina",2012,10,1
"Armenia",2012,10,1
"Azerbaijan",2012,10,1
"Bahrain",2012,10,1
"Bangladesh",2012,10,1
"Bolivia",2012,10,1
"Central African Republic",2012,10,1
"Chile",2012,10,1
"China",2012,10,1
"Colombia",2012,10,1
"Cote d'Ivoire",2012,10,1
"Ethiopia",2012,10,1
"Haiti",2012,10,1
"Israel",2012,10,1
"Japan",2012,10,1
"Kuwait",2012,10,1
"Mauritania",2012,10,1
"Mexico",2012,10,1
"Morocco",2012,10,1
"North Korea",2012,10,1
"Portugal",2012,10,1
"Romania",2012,10,1
"Rwanda",2012,10,1
"Saudi Arabia",2012,10,1
"Senegal",2012,10,1
"South Africa",2012,10,1
"South Korea",2012,10,1
"Spain",2012,10,1
"Togo",2012,10,1
"Tunisia",2012,10,1
"Yemen",2012,10,1
"Albania",2012,10,0
"Angola",2012,10,0
"Australia",2012,10,0
"Austria",2012,10,0
"Bahamas",2012,10,0
"Barbados",2012,10,0
"Belarus",2012,10,0
"Belgium",2012,10,0
"Belize",2012,10,0
"Benin",2012,10,0
"Bhutan",2012,10,0
"Bosnia and Herzegovina",2012,10,0
"Botswana",2012,10,0
"Brazil",2012,10,0
"Bulgaria",2012,10,0
"Burkina Faso",2012,10,0
"Burundi",2012,10,0
"Cambodia",2012,10,0
"Cameroon",2012,10,0
"Canada",2012,10,0
"Cape Verde",2012,10,0
"Chad",2012,10,0
"Comoros",2012,10,0
"Costa Rica",2012,10,0
"Croatia",2012,10,0
"Cuba",2012,10,0
"Cyprus",2012,10,0
"Czech Republic",2012,10,0
"Denmark",2012,10,0
"Djibouti",2012,10,0
"Dominican Republic",2012,10,0
"Ecuador",2012,10,0
"El Salvador",2012,10,0
"Equatorial Guinea",2012,10,0
"Eritrea",2012,10,0
"Estonia",2012,10,0
"Fiji",2012,10,0
"Finland",2012,10,0
"France",2012,10,0
"Gabon",2012,10,0
"Gambia",2012,10,0
"Georgia",2012,10,0
"Germany",2012,10,0
"Ghana",2012,10,0
"Guatemala",2012,10,0
"Guinea",2012,10,0
"Guinea-Bissau",2012,10,0
"Guyana",2012,10,0
"Honduras",2012,10,0
"Hungary",2012,10,0
"Iceland",2012,10,0
"Ireland",2012,10,0
"Italy",2012,10,0
"Jamaica",2012,10,0
"Jordan",2012,10,0
"Kazakhstan",2012,10,0
"Kyrgyzstan",2012,10,0
"Laos",2012,10,0
"Latvia",2012,10,0
"Lesotho",2012,10,0
"Liberia",2012,10,0
"Lithuania",2012,10,0
"Luxembourg",2012,10,0
"Madagascar",2012,10,0
"Malawi",2012,10,0
"Malaysia",2012,10,0
"Mauritius",2012,10,0
"Mongolia",2012,10,0
"Mozambique",2012,10,0
"Namibia",2012,10,0
"Nepal",2012,10,0
"Netherlands",2012,10,0
"New Zealand",2012,10,0
"Nicaragua",2012,10,0
"Niger",2012,10,0
"Norway",2012,10,0
"Oman",2012,10,0
"Panama",2012,10,0
"Papua New Guinea",2012,10,0
"Paraguay",2012,10,0
"Poland",2012,10,0
"Qatar",2012,10,0
"Sao Tome and Principe",2012,10,0
"Seychelles",2012,10,0
"Sierra Leone",2012,10,0
"Singapore",2012,10,0
"Slovakia",2012,10,0
"Slovenia",2012,10,0
"Solomon Islands",2012,10,0
"Sri Lanka",2012,10,0
"Suriname",2012,10,0
"Swaziland",2012,10,0
"Sweden",2012,10,0
"Switzerland",2012,10,0
"Tajikistan",2012,10,0
"Trinidad and Tobago",2012,10,0
"Turkmenistan",2012,10,0
"Ukraine",2012,10,0
"United Arab Emirates",2012,10,0
"United Kingdom",2012,10,0
"Uruguay",2012,10,0
"Uzbekistan",2012,10,0
"Venezuela",2012,10,0
"Vietnam",2012,10,0
"Zambia",2012,10,0
"Zimbabwe",2012,10,0
