"country","year","month","sum"
"Pakistan",2010,4,4
"Bangladesh",2010,4,3
"India",2010,4,3
"Iraq",2010,4,3
"Australia",2010,4,3
"Iran",2010,4,3
"United States",2010,4,2
"Afghanistan",2010,4,2
"Colombia",2010,4,2
"Greece",2010,4,2
"Nigeria",2010,4,2
"Paraguay",2010,4,2
"Peru",2010,4,2
"Philippines",2010,4,2
"Somalia",2010,4,2
"Sudan",2010,4,2
"Thailand",2010,4,2
"Algeria",2010,4,1
"Angola",2010,4,1
"Argentina",2010,4,1
"Azerbaijan",2010,4,1
"Bahrain",2010,4,1
"Bolivia",2010,4,1
"Bosnia and Herzegovina",2010,4,1
"Central African Republic",2010,4,1
"Chad",2010,4,1
"Congo",2010,4,1
"Ecuador",2010,4,1
"Egypt",2010,4,1
"Ethiopia",2010,4,1
"Haiti",2010,4,1
"Indonesia",2010,4,1
"Israel",2010,4,1
"Kenya",2010,4,1
"Kyrgyzstan",2010,4,1
"Madagascar",2010,4,1
"Mali",2010,4,1
"Mauritania",2010,4,1
"Mexico",2010,4,1
"Niger",2010,4,1
"North Korea",2010,4,1
"Russia",2010,4,1
"Senegal",2010,4,1
"South Korea",2010,4,1
"Togo",2010,4,1
"Uganda",2010,4,1
"Yemen",2010,4,1
"Albania",2010,4,0
"Armenia",2010,4,0
"Australia",2010,4,0
"Austria",2010,4,0
"Bahamas",2010,4,0
"Barbados",2010,4,0
"Belarus",2010,4,0
"Belgium",2010,4,0
"Belize",2010,4,0
"Benin",2010,4,0
"Bhutan",2010,4,0
"Botswana",2010,4,0
"Brazil",2010,4,0
"Bulgaria",2010,4,0
"Burkina Faso",2010,4,0
"Burundi",2010,4,0
"Cambodia",2010,4,0
"Cameroon",2010,4,0
"Canada",2010,4,0
"Cape Verde",2010,4,0
"Chile",2010,4,0
"China",2010,4,0
"Comoros",2010,4,0
"Costa Rica",2010,4,0
"Cote d'Ivoire",2010,4,0
"Croatia",2010,4,0
"Cuba",2010,4,0
"Cyprus",2010,4,0
"Czech Republic",2010,4,0
"Denmark",2010,4,0
"Djibouti",2010,4,0
"Dominican Republic",2010,4,0
"El Salvador",2010,4,0
"Equatorial Guinea",2010,4,0
"Eritrea",2010,4,0
"Estonia",2010,4,0
"Fiji",2010,4,0
"Finland",2010,4,0
"France",2010,4,0
"Gabon",2010,4,0
"Gambia",2010,4,0
"Georgia",2010,4,0
"Germany",2010,4,0
"Ghana",2010,4,0
"Guatemala",2010,4,0
"Guinea",2010,4,0
"Guinea-Bissau",2010,4,0
"Guyana",2010,4,0
"Honduras",2010,4,0
"Hungary",2010,4,0
"Iceland",2010,4,0
"Ireland",2010,4,0
"Italy",2010,4,0
"Jamaica",2010,4,0
"Japan",2010,4,0
"Jordan",2010,4,0
"Kazakhstan",2010,4,0
"Kuwait",2010,4,0
"Laos",2010,4,0
"Latvia",2010,4,0
"Lebanon",2010,4,0
"Lesotho",2010,4,0
"Liberia",2010,4,0
"Libya",2010,4,0
"Lithuania",2010,4,0
"Luxembourg",2010,4,0
"Malawi",2010,4,0
"Malaysia",2010,4,0
"Mauritius",2010,4,0
"Mongolia",2010,4,0
"Morocco",2010,4,0
"Mozambique",2010,4,0
"Myanmar",2010,4,0
"Namibia",2010,4,0
"Nepal",2010,4,0
"Netherlands",2010,4,0
"New Zealand",2010,4,0
"Nicaragua",2010,4,0
"Norway",2010,4,0
"Oman",2010,4,0
"Panama",2010,4,0
"Papua New Guinea",2010,4,0
"Poland",2010,4,0
"Portugal",2010,4,0
"Qatar",2010,4,0
"Romania",2010,4,0
"Rwanda",2010,4,0
"Sao Tome and Principe",2010,4,0
"Saudi Arabia",2010,4,0
"Seychelles",2010,4,0
"Sierra Leone",2010,4,0
"Singapore",2010,4,0
"Slovakia",2010,4,0
"Slovenia",2010,4,0
"Solomon Islands",2010,4,0
"South Africa",2010,4,0
"Spain",2010,4,0
"Sri Lanka",2010,4,0
"Suriname",2010,4,0
"Swaziland",2010,4,0
"Sweden",2010,4,0
"Switzerland",2010,4,0
"Syria",2010,4,0
"Tajikistan",2010,4,0
"Trinidad and Tobago",2010,4,0
"Tunisia",2010,4,0
"Turkey",2010,4,0
"Turkmenistan",2010,4,0
"Ukraine",2010,4,0
"United Arab Emirates",2010,4,0
"United Kingdom",2010,4,0
"Uruguay",2010,4,0
"Uzbekistan",2010,4,0
"Venezuela",2010,4,0
"Vietnam",2010,4,0
"Zambia",2010,4,0
"Zimbabwe",2010,4,0
