"country","year","month","sum"
"Pakistan",2012,4,4
"Sudan",2012,4,4
"Australia",2012,4,3
"Iran",2012,4,3
"United States",2012,4,1
"Afghanistan",2012,4,2
"Congo",2012,4,2
"Greece",2012,4,2
"India",2012,4,2
"Iraq",2012,4,2
"Kenya",2012,4,2
"Lebanon",2012,4,2
"Libya",2012,4,2
"Mali",2012,4,2
"Mauritania",2012,4,2
"Nigeria",2012,4,2
"Peru",2012,4,2
"Philippines",2012,4,2
"Russia",2012,4,2
"Somalia",2012,4,2
"Syria",2012,4,2
"Turkey",2012,4,2
"Algeria",2012,4,1
"Azerbaijan",2012,4,1
"Bahrain",2012,4,1
"Bangladesh",2012,4,1
"Bolivia",2012,4,1
"Central African Republic",2012,4,1
"Chile",2012,4,1
"Colombia",2012,4,1
"Egypt",2012,4,1
"Ethiopia",2012,4,1
"Haiti",2012,4,1
"Indonesia",2012,4,1
"Israel",2012,4,1
"Malaysia",2012,4,1
"Mexico",2012,4,1
"Morocco",2012,4,1
"Myanmar",2012,4,1
"Nepal",2012,4,1
"North Korea",2012,4,1
"Romania",2012,4,1
"Senegal",2012,4,1
"South Korea",2012,4,1
"Spain",2012,4,1
"Thailand",2012,4,1
"Tunisia",2012,4,1
"Uganda",2012,4,1
"Yemen",2012,4,1
"Albania",2012,4,0
"Angola",2012,4,0
"Argentina",2012,4,0
"Armenia",2012,4,0
"Australia",2012,4,0
"Austria",2012,4,0
"Bahamas",2012,4,0
"Barbados",2012,4,0
"Belarus",2012,4,0
"Belgium",2012,4,0
"Belize",2012,4,0
"Benin",2012,4,0
"Bhutan",2012,4,0
"Bosnia and Herzegovina",2012,4,0
"Botswana",2012,4,0
"Brazil",2012,4,0
"Bulgaria",2012,4,0
"Burkina Faso",2012,4,0
"Burundi",2012,4,0
"Cambodia",2012,4,0
"Cameroon",2012,4,0
"Canada",2012,4,0
"Cape Verde",2012,4,0
"Chad",2012,4,0
"China",2012,4,0
"Comoros",2012,4,0
"Costa Rica",2012,4,0
"Cote d'Ivoire",2012,4,0
"Croatia",2012,4,0
"Cuba",2012,4,0
"Cyprus",2012,4,0
"Czech Republic",2012,4,0
"Denmark",2012,4,0
"Djibouti",2012,4,0
"Dominican Republic",2012,4,0
"Ecuador",2012,4,0
"El Salvador",2012,4,0
"Equatorial Guinea",2012,4,0
"Eritrea",2012,4,0
"Estonia",2012,4,0
"Fiji",2012,4,0
"Finland",2012,4,0
"France",2012,4,0
"Gabon",2012,4,0
"Gambia",2012,4,0
"Georgia",2012,4,0
"Germany",2012,4,0
"Ghana",2012,4,0
"Guatemala",2012,4,0
"Guinea",2012,4,0
"Guinea-Bissau",2012,4,0
"Guyana",2012,4,0
"Honduras",2012,4,0
"Hungary",2012,4,0
"Iceland",2012,4,0
"Ireland",2012,4,0
"Italy",2012,4,0
"Jamaica",2012,4,0
"Japan",2012,4,0
"Jordan",2012,4,0
"Kazakhstan",2012,4,0
"Kuwait",2012,4,0
"Kyrgyzstan",2012,4,0
"Laos",2012,4,0
"Latvia",2012,4,0
"Lesotho",2012,4,0
"Liberia",2012,4,0
"Lithuania",2012,4,0
"Luxembourg",2012,4,0
"Madagascar",2012,4,0
"Malawi",2012,4,0
"Mauritius",2012,4,0
"Mongolia",2012,4,0
"Mozambique",2012,4,0
"Namibia",2012,4,0
"Netherlands",2012,4,0
"New Zealand",2012,4,0
"Nicaragua",2012,4,0
"Niger",2012,4,0
"Norway",2012,4,0
"Oman",2012,4,0
"Panama",2012,4,0
"Papua New Guinea",2012,4,0
"Paraguay",2012,4,0
"Poland",2012,4,0
"Portugal",2012,4,0
"Qatar",2012,4,0
"Rwanda",2012,4,0
"Sao Tome and Principe",2012,4,0
"Saudi Arabia",2012,4,0
"Seychelles",2012,4,0
"Sierra Leone",2012,4,0
"Singapore",2012,4,0
"Slovakia",2012,4,0
"Slovenia",2012,4,0
"Solomon Islands",2012,4,0
"South Africa",2012,4,0
"Sri Lanka",2012,4,0
"Suriname",2012,4,0
"Swaziland",2012,4,0
"Sweden",2012,4,0
"Switzerland",2012,4,0
"Tajikistan",2012,4,0
"Togo",2012,4,0
"Trinidad and Tobago",2012,4,0
"Turkmenistan",2012,4,0
"Ukraine",2012,4,0
"United Arab Emirates",2012,4,0
"United Kingdom",2012,4,0
"Uruguay",2012,4,0
"Uzbekistan",2012,4,0
"Venezuela",2012,4,0
"Vietnam",2012,4,0
"Zambia",2012,4,0
"Zimbabwe",2012,4,0
