"TSectors","Intensity"
"Business",0
"Cabinet",0
"Criminals",34.8
"Dissident",26
"Education",0
"Elite",0
"Executive",9.8
"Executive Office",0
"Exiles",0
"Foreign Ministry",0
"General Population",0
"Government",115.9
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Interior",5.3
"International Religious",3
"Judicial",0
"Labor",0
"Legal",0
"Legislative",0
"Media",9.8
"Medical",0
"Military",0
"Muslim",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",13.3
"Police",118.4
"Protestors",19.8
"Rebel",9.8
"Refugees",0
"Social",105
"Unidentified Forces",26.3
