"TSectors","Intensity"
"Business",0
"Criminals",30
"Defense",0
"Dissident",22
"Education",0
"Elite",9.4
"Executive",0
"Executive Office",20
"General Population",167.4
"Government",18.5
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Dissident",0
"International Radicals",0
"International Religious",0
"Labor",0
"Local",0
"Media",0
"Medical",0
"Military",412.1
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",37
"Protestors",0
"Provincial",0
"Radicals",10
"Rebel",40
"Separatists",0
"Shia",0
"Social",75.6
"Unidentified Forces",390.4
