"TSectors","Intensity"
"Agricultural",0
"Army",93.7
"Banned Parties",0
"Center Left",0
"Criminals",199.5
"Dissident",93.5
"Education",0
"Exiles",0
"Far Left",0
"Fundamentalist",0
"General Population",0
"Government",0
"Human Rights IGOs",105.5
"Human Rights NGOs",0
"Information",0
"International Ethnic",0
"Kurd (Ethnic Group)",79
"Labor",0
"Labor NGOs",0
"Legal",79.5
"Media",0
"Military",0
"Military Intelligence",0
"National",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",126.5
"Protestors",0
"Radicals",0
"Radio News",0
"Rebel",0
"Social",113.2
"State-Owned Science",0
"Sunni",0
"Unidentified Forces",110.5
