"TSectors","Intensity"
"Business",0
"Center Left",0
"Criminals",0
"Dissident",115.8
"Exiles",0
"General Population",0
"Government",53.6
"Human Rights IGOs",17.8
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",0
"Media",0
"Medical",0
"Military",36.3
"National",0
"National Ethnic",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Online News",0
"Organized Violent",0
"Parties",0
"Police",72.8
"Protestors",52.8
"Provincial",0
"Provincial Party",0
"Radio News",0
"Rebel",0
"Social",153.9
"Unidentified Forces",132.8
"Upper House",0
