"TSectors","Intensity"
"(National) Major Party",73
"Agricultural",0
"Arab",0
"Beja",0
"Business",0
"Criminals",106
"Dissident",74.9
"Education",0
"General Population",113
"Government",0
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",97
"Intelligence Ministry",0
"International Ethnic",115
"International Religious",81.8
"Labor",104
"Local",0
"Media",97
"Military",131.6
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Print News",0
"Protestors",97
"Provincial",0
"Rebel",103.8
"Refugees",89.9
"Social",191.5
"Unidentified Forces",106
"Women",0
