"TSectors","Intensity"
"Agricultural",0
"Army",97.2
"Banned Parties",0
"Center Left",0
"Criminals",0
"Dissident",222.8
"Education",0
"Exiles",0
"Far Left",0
"Fundamentalist",0
"General Population",137.7
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"International Ethnic",0
"Kurd (Ethnic Group)",0
"Labor",0
"Labor NGOs",0
"Legal",0
"Media",0
"Military",98.2
"Military Intelligence",0
"National",107.6
"Nongovernmental Organization (International)",98.8
"Nongovernmental Organizations",0
"Police",113.4
"Protestors",0
"Radicals",0
"Radio News",0
"Rebel",0
"Social",38.7
"State-Owned Science",0
"Sunni",0
"Unidentified Forces",0
