"TSectors","Intensity"
"Agricultural",0
"Business",74.3
"Catholic",0
"Criminals",80.3
"Dissident",89.3
"Education",0
"Entertainment",0
"Environment Ministry",0
"General Population",251.6
"Government",8
"Human Rights NGOs",0
"International Religious",69.3
"Justice",0
"Labor",0
"Legal",0
"Legislative",0
"Local",0
"Media",69.7
"Medical",74.3
"Military",84.3
"Municipal",0
"Muslim",0
"National Religious",68.3
"Nilotic",0
"Nongovernmental Organization (International)",63.3
"Nongovernmental Organizations",60.8
"Police",114.3
"Protestors",75.3
"Provincial",0
"Rebel",0
"Refugees",0
"Social",84.7
"Television Entertainment",0
"Unidentified Forces",104.3
"Upper House",0
