"TSectors","Intensity"
"(National) Major Party",0
"Banned Parties",0
"Christian",0
"Criminals",0
"Dissident",31.8
"Education",0
"Elections Ministry",0
"General Population",36.8
"Government",20.4
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"International Ethnic",0
"International Religious",26.8
"Legal",0
"Legislative",21.8
"Media",0
"Military",30.8
"Municipal",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Oromo",0
"Parties",11.8
"Police",0
"Protestors",30.8
"Radicals",0
"Rebel",17.3
"Refugees",0
"Separatists",0
"Social",0
"State Media",0
"Unidentified Forces",0
