"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Business",0
"Criminals",34
"Dissident",92
"Education",23.6
"Exiles",0
"Finance",89
"General Population",338.7
"Government",73
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",22
"International Ethnic",0
"International Religious",17
"Local",0
"Media",11.6
"Medical",15
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",0
"Nongovernmental Organization (International)",52
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Provincial",27
"Radicals",0
"Rebel",0
"Separatists",0
"Social",205
"State Media",15
"Unidentified Forces",0
"Uyghur",0
