"TSectors","Intensity"
"Business",2.8
"Center Left",2
"Criminals",0
"Dissident",0
"Exiles",0
"General Population",0
"Government",1.8
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",2.8
"Media",0
"Medical",0
"Military",0
"National",0
"National Ethnic",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Online News",0
"Organized Violent",0
"Parties",0
"Police",2.8
"Protestors",0
"Provincial",0
"Provincial Party",0
"Radio News",0
"Rebel",22.8
"Social",0
"Unidentified Forces",12.8
"Upper House",0
