"TSectors","Intensity"
"(National) Minor Party",0
"Army",0
"Catholic",0
"Criminals",258
"Dissident",90.9
"Education",1
"Executive Office",0
"General Population",78
"Government",79.8
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",271.6
"International Religious",0
"Kurd (Ethnic Group)",62
"Labor",0
"Legal",0
"Local",0
"Media",0
"Military",223
"Municipal",31
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",32
"Police",0
"Protestors",0
"Radicals",0
"Rebel",32
"Refugees",0
"Separatists",64
"Social",266.8
"Unidentified Forces",26
