"TSectors","Intensity"
"Agriculture",0
"Business",94.6
"Catholic",0
"Criminals",110.3
"Dissident",86.5
"Education",63.1
"Exiles",0
"Food Ministry",0
"General Population",0
"Government",0
"Heavy Industrial",0
"Human Rights IGOs",79.1
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",0
"Jewish",0
"Labor",84.9
"Labor Ministry",0
"Media",106.9
"Medical",95.5
"Military",78.9
"Military Intelligence",0
"Muslim",0
"National Religious",82.5
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",82.9
"Police",158.6
"Protestors",119.7
"Provincial Party",109.1
"Radicals",84.5
"Rebel",0
"Refugees",85.2
"Social",930.1
"Unidentified Forces",82.5
