"TSectors","Intensity"
"Agriculture",4.2
"Business",33.7
"Catholic",0
"Criminals",84.2
"Dissident",0.2
"Education",2.2
"Exiles",19.2
"Food Ministry",0
"General Population",711.1
"Government",98.2
"Heavy Industrial",0
"Human Rights IGOs",0
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",0
"Jewish",0
"Labor",2.6
"Labor Ministry",0
"Media",1.2
"Medical",0.8
"Military",0
"Military Intelligence",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0.8
"Nongovernmental Organizations",3.2
"Police",61.2
"Protestors",24.2
"Provincial Party",0
"Radicals",6.2
"Rebel",8.2
"Refugees",0
"Social",66
"Unidentified Forces",0
