"TSectors","Intensity"
"Army",0
"Business",94.7
"Center Left",26.2
"Christian",0
"Criminals",0
"Dissident",87.4
"Education",41.2
"Elections Ministry",0
"Entertainment",0
"Far Right",25.8
"Food Ministry",0
"General Population",485.6
"Government",116
"Government Major Party (In Government)",34.2
"Human Rights NGOs",0
"Insurgents",0
"International Religious",34.2
"Labor",0
"Lower House",0
"Medical",28.8
"Military",0
"Military Intelligence",0
"Muslim",33.7
"National Religious",31.2
"Parties",29.4
"Police",167.6
"Protestors",0
"Radicals",0
"Rebel",66.2
"Separatists",0
"Social",228.2
"State Owned Enterprises",0
"State-Owned Heavy Industrial",31.2
"Unidentified Forces",96
