"TSectors","Intensity"
"(National) Minor Party",0
"Air Force",0
"Army",0
"Business",0.0999999999999996
"Center Right",3.5
"Centrist",0
"Criminals",64.5
"Dissident",0
"Education",0
"Executive",33.5
"General Population",125.5
"Government",46.1
"Human Rights IGOs",6.5
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",3.5
"International Religious",13.5
"Labor",4.5
"Local",0
"Media",3.5
"Medical",0
"Military",305.3
"Muslim",45.7
"National Religious",8.5
"News",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",30
"Parties",0
"Police",162.5
"Protestors",33.5
"Provincial",0
"Radicals",4.5
"Rebel",14.5
"Social",336
"Unidentified Forces",45.1
