"TSectors","Intensity"
"Agricultural",0
"Army",62.9
"Banned Parties",0
"Center Left",0
"Criminals",27.9
"Dissident",336.4
"Education",133.8
"Exiles",42.9
"Far Left",30.9
"Fundamentalist",0
"General Population",1700.8
"Government",1306.9
"Human Rights IGOs",0
"Human Rights NGOs",30.9
"Information",57.3
"International Ethnic",0
"Kurd (Ethnic Group)",0
"Labor",35.9
"Labor NGOs",0
"Legal",0
"Media",20.9
"Military",50.9
"Military Intelligence",72
"National",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",523.9
"Protestors",1024
"Radicals",32.9
"Radio News",0
"Rebel",30.9
"Social",121.9
"State-Owned Science",0
"Sunni",20.9
"Unidentified Forces",79.4
