"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Arab",26.8
"Beja",0
"Business",0
"Criminals",14.8
"Dissident",45
"Education",34.2
"General Population",150.5
"Government",105.6
"Government Major Party (In Government)",0
"Health Ministry",9.8
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",7.8
"Intelligence Ministry",0
"International Ethnic",0
"International Religious",7.8
"Labor",8.8
"Local",9.2
"Media",0
"Military",49.9
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",7.8
"Nongovernmental Organizations",11.8
"Police",29.8
"Print News",0
"Protestors",62.8
"Provincial",0
"Rebel",0
"Refugees",4.4
"Social",271.2
"Unidentified Forces",23.4
"Women",0
