"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",0
"Catholic",0
"Communist",0
"Criminals",0
"Dissident",94.6
"Education",0
"Elite",3.4
"Ethnic NGOs",0
"General Population",367.7
"Government",4.3
"Government Major Party (In Government)",1.4
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0
"Legal",0
"Media",0
"Medical",0
"Military",23.4
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",0
"Protestors",0
"Radicals",0
"Rebel",0
"Social",24.6
"South American Indigenous",0
"Unidentified Forces",0
