"TSectors","Intensity"
"Agricultural",288.3
"Buddhist",303.3
"Business",190.2
"Criminals",0
"Dissident",340.3
"Education",266.8
"Exiles",0
"Finance",0
"General Population",468.3
"Government",0
"Human Rights IGOs",292.8
"Human Rights NGOs",0
"Ideological",269.3
"International Ethnic",0
"International Religious",288.3
"Local",277.8
"Media",275.3
"Medical",283.3
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",274.3
"Police",236.8
"Protestors",304.5
"Provincial",0
"Radicals",0
"Rebel",279.5
"Separatists",269.3
"Social",305.1
"State Media",0
"Unidentified Forces",0
"Uyghur",0
