"TSectors","Intensity"
"Business",0
"Criminals",0
"Defense",11.2
"Dissident",14
"Education",0
"Elite",34
"Executive",93
"Executive Office",0
"General Population",76.6
"Government",15.3
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",32
"International Dissident",14
"International Radicals",0
"International Religious",7
"Labor",0
"Local",13
"Media",0
"Medical",50
"Military",137.6
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",10.6
"Protestors",23
"Provincial",0
"Radicals",0
"Rebel",7
"Separatists",0
"Shia",0
"Social",95.6
"Unidentified Forces",34
