"TSectors","Intensity"
"(National) Minor Party",16
"Agricultural",0
"Business",0
"Center Right",22.5
"Communist",0
"Criminals",33.2
"Dissident",55
"Education",0
"Elite",0
"Energy Ministry",0
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",62.6
"Government",75.6
"Human Rights IGOs",0
"Ideological",8.2
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",0
"Local",0
"Media",0
"Medical",0
"Military",26
"Municipal",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",51.5
"Protestors",47
"Provincial",0
"Rebel",0
"Social",94.7
"Transportation Business",0
"Unidentified Forces",0
