"TSectors","Intensity"
"Business",0
"Cabinet",0
"Criminals",0
"Dissident",46
"Education",0
"Elite",0
"Executive",0
"Executive Office",0
"Exiles",0
"Foreign Ministry",0
"General Population",0
"Government",651.9
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",5
"Insurgents",0
"Interior",0
"International Religious",0
"Judicial",0
"Labor",0
"Legal",0
"Legislative",0
"Media",0
"Medical",0
"Military",0
"Muslim",0
"Nongovernmental Organization (International)",5
"Nongovernmental Organizations",0
"Parties",24.5
"Police",0
"Protestors",0
"Rebel",0
"Refugees",0
"Social",289.1
"Unidentified Forces",89
