"TSectors","Intensity"
"Agricultural",0
"Banned Parties",0
"Business",4.2
"Criminals",83.6
"Defense",0
"Dissident",237.5
"Education",38.2
"Elite",0
"Executive",58.7
"General Population",2053.7
"Government",1012.6
"Intelligence Ministry",0
"Interior",37.2
"International Religious",15
"Judicial",67.2
"Kurd (Ethnic Group)",0
"Labor",72.2
"Legal",112.2
"Legislative",13.2
"Local",18.2
"Media",48.2
"Medical",0
"Military",289.7
"Muslim",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",90
"Police",207.6
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Social",176.6
"Sunni",0
"Unidentified Forces",50.6
