"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",14
"Criminals",0
"Defense",0
"Dissident",27
"Education",0
"Far Left",0
"Far Right",0
"General Population",191
"Government",48.2
"Human Rights IGOs",0
"Human Rights NGOs",14
"Ideological",99.2
"Insurgents",34.2
"International Ethnic",0
"Labor",0
"Legislative",10
"Local",0
"Marines",0
"Media",0
"Medical",0
"Military",228.6
"Municipal",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",0
"Police",7
"Protestors",0
"Provincial",0
"Rebel",60
"Social",15
"South American Indigenous",0
"Unidentified Forces",14
