"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",45.4
"Buddhist",0
"Business",44.2
"Criminals",62.4
"Dissident",67.4
"Education",0
"Elite",50.4
"Exiles",0
"General Population",98
"Government",68.5
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Religious",42.4
"Judicial",13.4
"Labor",16.4
"Legislative",0
"Media",29.4
"Medical",0
"Military",27.4
"Municipal",0
"Muslim",29.4
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",21.4
"Opposition Major Party (Out Of Government)",28.4
"Parties",0
"Police",0
"Protestors",45.6
"Radicals",0
"Rebel",0
"Social",132
"Unidentified Forces",0
