"TSectors","Intensity"
"Agricultural",0
"Business",0
"Catholic",0
"Criminals",0
"Dissident",158.3
"Education",24
"Entertainment",0
"Environment Ministry",0
"General Population",294.8
"Government",64.3999999999999
"Human Rights NGOs",0
"International Religious",6.6
"Justice",0
"Labor",0
"Legal",2
"Legislative",0
"Local",0
"Media",1.6
"Medical",0
"Military",5.5
"Municipal",0
"Muslim",0
"National Religious",0
"Nilotic",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",5
"Police",12.4
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",0
"Social",173.5
"Television Entertainment",0
"Unidentified Forces",5
"Upper House",0
