"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Criminals",0
"Defense",15.6
"Dissident",161.3
"Education",0
"Far Left",528.2
"Far Right",0
"General Population",269.4
"Government",319
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Ethnic",0
"Labor",0
"Legislative",1
"Local",13
"Marines",0
"Media",0
"Medical",0
"Military",94.2
"Municipal",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",0
"Police",80.6
"Protestors",0
"Provincial",0
"Rebel",0
"Social",119.8
"South American Indigenous",0
"Unidentified Forces",9
