"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",37.2
"Business",48.2
"Criminals",0
"Defense",0
"Dissident",127.8
"Education",0
"Far Left",69.9
"Far Right",0
"General Population",210.6
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Ethnic",0
"Labor",51.2
"Legislative",36.2
"Local",34.2
"Marines",0
"Media",0
"Medical",0
"Military",52.2
"Municipal",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",30.8
"Police",66.8
"Protestors",46.2
"Provincial",0
"Rebel",39.2
"Social",202.8
"South American Indigenous",0
"Unidentified Forces",46.2
