"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Center Right",0
"Communist",8
"Criminals",18
"Dissident",0
"Education",8
"Elite",12
"Energy Ministry",0
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",77.4
"Government",3.5
"Human Rights IGOs",0
"Ideological",7
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",8
"Local",0
"Media",0.8
"Medical",0
"Military",0
"Municipal",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",8
"Police",22
"Protestors",0
"Provincial",0
"Rebel",4.6
"Social",4
"Transportation Business",0
"Unidentified Forces",0
