"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",2
"Business",0
"Center Right",0
"Communist",0
"Criminals",0
"Dissident",66
"Education",0
"Elite",0
"Energy Ministry",0
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",28.4
"Government",32.2
"Human Rights IGOs",0
"Ideological",0
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",0
"Local",0
"Media",0
"Medical",0
"Military",97.6
"Municipal",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",10.6
"Protestors",0
"Provincial",0
"Rebel",0
"Social",47
"Transportation Business",0
"Unidentified Forces",0
