"TSectors","Intensity"
"(National) Major Party",59.9
"Agricultural",0
"Arab",0
"Beja",0
"Business",0
"Criminals",0
"Dissident",77.9
"Education",31.3
"General Population",0
"Government",0
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",33.9
"Intelligence Ministry",0
"International Ethnic",43.9
"International Religious",0
"Labor",0
"Local",0
"Media",0
"Military",35.9
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",35.9
"Nongovernmental Organizations",25.9
"Police",44.9
"Print News",0
"Protestors",0
"Provincial",52.9
"Rebel",0
"Refugees",0
"Social",105.1
"Unidentified Forces",44.9
"Women",0
