"TSectors","Intensity"
"Agricultural",0
"Army",0
"Banned Parties",0
"Center Left",0
"Criminals",36.8
"Dissident",132.8
"Education",0
"Exiles",0
"Far Left",18.4
"Fundamentalist",0
"General Population",0
"Government",27.7
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",14.8
"International Ethnic",0
"Kurd (Ethnic Group)",0
"Labor",10.8
"Labor NGOs",0
"Legal",0
"Media",34.8
"Military",15.7
"Military Intelligence",30.8
"National",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",94.6
"Protestors",76.8
"Radicals",0
"Radio News",0
"Rebel",0
"Social",337.3
"State-Owned Science",19
"Sunni",0
"Unidentified Forces",31.8
