"TSectors","Intensity"
"(National) Minor Party",0
"Air Force",0
"Army",0
"Business",52.0000000000001
"Center Right",39.0000000000001
"Centrist",0
"Criminals",53.0000000000001
"Dissident",95.2000000000001
"Education",53.0000000000001
"Executive",0
"General Population",0
"Government",3.0000000000001
"Human Rights IGOs",36.0000000000001
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",0
"International Religious",64.0000000000001
"Labor",55.0000000000001
"Local",0
"Media",45.0000000000001
"Medical",0
"Military",46.0000000000001
"Muslim",0
"National Religious",0
"News",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",52.4000000000001
"Police",0
"Protestors",61.0000000000001
"Provincial",0
"Radicals",0
"Rebel",0
"Social",0
"Unidentified Forces",50.0000000000001
