"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Buddhist",0
"Business",20.1
"Criminals",66.6
"Dissident",74.6
"Education",24.2
"Elite",8.6
"Exiles",0
"General Population",246
"Government",73.7
"Government Major Party (In Government)",19.6
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Religious",0
"Judicial",13.6
"Labor",19.7
"Legislative",18.6
"Media",0
"Medical",0
"Military",13.6
"Municipal",0
"Muslim",34.6
"National Religious",0
"Nongovernmental Organization (International)",22.6
"Nongovernmental Organizations",22.6
"Opposition Major Party (Out Of Government)",20.6
"Parties",44.1
"Police",1.2
"Protestors",0
"Radicals",0
"Rebel",0
"Social",21.6
"Unidentified Forces",0
