"TSectors","Intensity"
"(National) Minor Party",3.4
"Agricultural",0
"Business",0
"Criminals",0
"Defense",18.8
"Dissident",64.8
"Education",0
"Far Left",0
"Far Right",0
"General Population",498.3
"Government",20.8
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",40.5
"Insurgents",41.9
"International Ethnic",0
"Labor",0
"Legislative",101.7
"Local",10.3
"Marines",0
"Media",53.8
"Medical",11.8
"Military",47.4
"Municipal",0
"National Ethnic Minority",11.8
"National Religious",0
"Nongovernmental Organizations",15.8
"Parties",3.8
"Police",349.8
"Protestors",15.8
"Provincial",0
"Rebel",26.3
"Social",0
"South American Indigenous",0
"Unidentified Forces",1.6
