"TSectors","Intensity"
"(National) Minor Party",0
"Army",0
"Catholic",0
"Criminals",0
"Dissident",26.9
"Education",17.8
"Executive Office",0
"General Population",0
"Government",189.3
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",9.8
"Insurgents",0
"International Ethnic",0
"International Religious",0
"Kurd (Ethnic Group)",77.4
"Labor",0
"Legal",11.8
"Local",0
"Media",0
"Military",0
"Municipal",0
"Muslim",11.2
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",0
"Police",0
"Protestors",0
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",0
"Social",119
"Unidentified Forces",0
