"TSectors","Intensity"
"(National) Major Party",81.2
"Agricultural",0
"Arab",0
"Beja",0
"Business",0
"Criminals",0
"Dissident",101.9
"Education",124.2
"General Population",134.9
"Government",0
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",124.2
"Human Rights NGOs",0
"Insurgents",124.2
"Intelligence Ministry",0
"International Ethnic",116.7
"International Religious",134.2
"Labor",0
"Local",121.3
"Media",0
"Military",129.8
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",133.7
"Print News",0
"Protestors",0
"Provincial",0
"Rebel",144.7
"Refugees",119.7
"Social",243
"Unidentified Forces",125.8
"Women",0
