"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",11
"Center Right",5
"Communist",5
"Criminals",0
"Dissident",58
"Education",1
"Elite",0
"Energy Ministry",0
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",137.4
"Government",74
"Human Rights IGOs",0
"Ideological",21.2
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",18.4
"Local",0
"Media",0
"Medical",0
"Military",40
"Municipal",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",306
"Protestors",0
"Provincial",0
"Rebel",0
"Social",0
"Transportation Business",0
"Unidentified Forces",1.6
