"TSectors","Intensity"
"(National) Major Party",78.6
"Agricultural",48.9
"Buddhist",0
"Business",60
"Criminals",0
"Dissident",190.9
"Education",0
"Elite",26.6
"Exiles",0
"General Population",0
"Government",0
"Government Major Party (In Government)",48.9
"Human Rights IGOs",48.4
"Human Rights NGOs",0
"Insurgents",38.9
"International Religious",0
"Judicial",23.2
"Labor",39.4
"Legislative",43.9
"Media",8.5
"Medical",0
"Military",83.9
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",0
"Parties",36.9
"Police",86.4
"Protestors",0
"Radicals",0
"Rebel",0
"Social",532.6
"Unidentified Forces",34.9
