"TSectors","Intensity"
"Agricultural",0
"Banned Parties",0
"Business",0
"Criminals",0
"Defense",28.4
"Dissident",122.9
"Education",66.4
"Elite",0
"Executive",1.4
"General Population",657.6
"Government",325.4
"Intelligence Ministry",0
"Interior",29.4
"International Religious",0
"Judicial",0
"Kurd (Ethnic Group)",4.4
"Labor",17.4
"Legal",0
"Legislative",1.4
"Local",0
"Media",0
"Medical",7.4
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",17.4
"Police",62.4
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",7.4
"Social",94
"Sunni",0
"Unidentified Forces",40.4
