"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Business",5
"Criminals",0
"Dissident",139.9
"Education",0
"Exiles",0
"Finance",0
"General Population",179.3
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",42.9
"Ideological",0
"International Ethnic",0
"International Religious",0
"Local",47.9
"Media",33.9
"Medical",0
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",47.4
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",43.9
"Police",0
"Protestors",0
"Provincial",29.9
"Radicals",0
"Rebel",0
"Separatists",0
"Social",180
"State Media",0
"Unidentified Forces",0
"Uyghur",0
