"TSectors","Intensity"
"Army",0
"Business",49.6
"Center Left",0
"Christian",0
"Criminals",188.9
"Dissident",0
"Education",35
"Elections Ministry",0
"Entertainment",0
"Far Right",31.2
"Food Ministry",0
"General Population",518.7
"Government",0
"Government Major Party (In Government)",22
"Human Rights NGOs",0
"Insurgents",0
"International Religious",34
"Labor",33
"Lower House",21.5
"Medical",0
"Military",256
"Military Intelligence",15.2
"Muslim",0
"National Religious",27
"Parties",23.1
"Police",64.5
"Protestors",25
"Radicals",0
"Rebel",32
"Separatists",17
"Social",261.6
"State Owned Enterprises",0
"State-Owned Heavy Industrial",0
"Unidentified Forces",262.6
