"TSectors","Intensity"
"(National) Minor Party",22.6
"Agricultural",0
"Business",0
"Centrist",0
"Criminals",0
"Dissident",19.1
"Education",0
"Elite",83.5
"Executive Office",60
"Exiles",0
"General Population",1.7
"Government",142.8
"Human Rights NGOs",0
"Intelligence Ministry",0
"International Religious",16.6
"Local",0
"Media",0
"Military",15.6
"Muslim",0
"National Religious",7.6
"Police",7.6
"Protestors",7.2
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",9.6
"Social",86.1
"Tuareg",16.6
"Unidentified Forces",23.4
