"TSectors","Intensity"
"(National) Minor Party",0
"Air Force",0
"Army",78.5
"Business",48.9
"Center Right",0
"Centrist",0
"Criminals",0
"Dissident",304.1
"Education",79.1
"Executive",50.4
"General Population",0
"Government",987.9
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",0
"International Religious",0
"Labor",0
"Local",47.9
"Media",64
"Medical",0
"Military",166.9
"Muslim",88.9
"National Religious",35.4
"News",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",119.5
"Parties",0
"Police",223.8
"Protestors",98.9
"Provincial",0
"Radicals",0
"Rebel",0
"Social",1062.3
"Unidentified Forces",354.9
