"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Business",0
"Criminals",0
"Dissident",241
"Education",99.3
"Exiles",0
"Finance",38
"General Population",0
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",57
"Ideological",39.4
"International Ethnic",0
"International Religious",36.6
"Local",37
"Media",0
"Medical",31
"Municipal",0
"Muslim",40.4
"National Ethnic",42
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",57.3
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",460.7
"State Media",0
"Unidentified Forces",42
"Uyghur",0
