"TSectors","Intensity"
"Business",0
"Center Left",0
"Criminals",10.4
"Dissident",0
"Exiles",0
"General Population",35.4
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",0
"Media",17.4
"Medical",0
"Military",163.5
"National",0
"National Ethnic",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Online News",0
"Organized Violent",78.4
"Parties",2.3
"Police",10.4
"Protestors",7.4
"Provincial",0
"Provincial Party",0
"Radio News",0
"Rebel",80.4
"Social",0
"Unidentified Forces",25.9
"Upper House",0
