"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Business",0
"Center Right",0
"Communist",0
"Criminals",0
"Dissident",17
"Education",0
"Elite",0
"Executive",0
"Executive Office",0
"General Population",40
"Government",19
"Government Major Party (In Government)",0
"Ideological",0
"Judicial",2
"Labor",0
"Legal",0
"Local",0
"Medical",0
"Military",17.5
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",14
"Rebel",0
"Social",0
"Unidentified Forces",20
"Upper House",0
