"TSectors","Intensity"
"Business",0
"Criminals",0
"Defense",0
"Dissident",33.2
"Education",48.2
"Elite",11.5
"Executive",0
"Executive Office",0
"General Population",63.2
"Government",138.2
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Dissident",0
"International Radicals",0
"International Religious",0
"Labor",7.8
"Local",0
"Media",0
"Medical",0
"Military",11.2
"Muslim",29.2
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",3.2
"Provincial",1.2
"Radicals",0
"Rebel",132.5
"Separatists",0
"Shia",0
"Social",47.2
"Unidentified Forces",0
