"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",17.5
"Catholic",0
"Communist",0
"Criminals",53
"Dissident",25
"Education",0
"Elite",0
"Ethnic NGOs",0
"General Population",83.4
"Government",42.2
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0
"Legal",0
"Media",0
"Medical",0
"Military",15.1
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",12
"Organized Violent",0
"Police",52.5
"Protestors",28
"Radicals",0
"Rebel",0
"Social",47
"South American Indigenous",0
"Unidentified Forces",0
