"TSectors","Intensity"
"Agriculture",0
"Business",0
"Catholic",0
"Criminals",29.6
"Dissident",40.9
"Education",0
"Exiles",0
"Food Ministry",0
"General Population",340.7
"Government",133.9
"Heavy Industrial",7.4
"Human Rights IGOs",0
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",0
"Jewish",0
"Labor",13.2
"Labor Ministry",0
"Media",18.4
"Medical",0
"Military",0
"Military Intelligence",0
"Muslim",0
"National Religious",6.4
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",3.4
"Police",108.1
"Protestors",42
"Provincial Party",11
"Radicals",0
"Rebel",0
"Refugees",9.8
"Social",493.8
"Unidentified Forces",5.4
