"TSectors","Intensity"
"(National) Major Party",115
"Agricultural",18.7
"Business",13.7
"Criminals",446.5
"Dissident",107.7
"Education",163.3
"General Population",3669.1
"Government",777.5
"Government Major Party (In Government)",11.1
"Human Rights IGOs",0
"Human Rights NGOs",44.7
"Ideological",24.7
"Insurgents",0
"International Religious",173.3
"Kashmiri",25.7
"Labor",21.8
"Legislative",72.7
"Media",11.7
"Medical",37.1
"Military",37.9
"Muslim",116.2
"National Religious",79.7
"Nongovernmental Organization (International)",64.7
"Nongovernmental Organizations",45.7
"Opposition Major Party (Out Of Government)",96.6
"Parties",0
"Police",401.8
"Protestors",212.6
"Radicals",19.1
"Rebel",111.7
"Separatists",16.5
"Sikh",41.2
"Social",177
"Unidentified Forces",432.7
