"TSectors","Intensity"
"(National) Major Party",0
"Banned Parties",0
"Christian",0
"Criminals",4.8
"Dissident",0
"Education",0
"Elections Ministry",0
"General Population",26.8
"Government",10.3
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"International Ethnic",0
"International Religious",0
"Legal",0
"Legislative",0
"Media",4.8
"Military",14.8
"Municipal",0
"National Religious",14.8
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Oromo",0
"Parties",0
"Police",27.8
"Protestors",14.8
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",5.3
"Social",0
"State Media",0
"Unidentified Forces",0
