"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",2.4
"Center Right",0
"Communist",0
"Criminals",8.4
"Dissident",0
"Education",0
"Elite",8.4
"Energy Ministry",0
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",0
"Government",13.1
"Human Rights IGOs",0
"Ideological",2.4
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",7.8
"Local",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",3.4
"Police",0
"Protestors",0
"Provincial",0
"Rebel",0
"Social",51.2
"Transportation Business",0
"Unidentified Forces",0
