"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",20.8
"Catholic",0
"Communist",0
"Criminals",47.4
"Dissident",0
"Education",17.4
"Elite",17.4
"Ethnic NGOs",0
"General Population",124.2
"Government",0
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0
"Legal",0
"Media",26.4
"Medical",0
"Military",22.4
"National",0
"National Religious",16.4
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",57.7
"Protestors",26.4
"Radicals",0
"Rebel",0
"Social",255
"South American Indigenous",0
"Unidentified Forces",0
