"TSectors","Intensity"
"Business",0
"Cabinet",1.9
"Criminals",0
"Dissident",42
"Education",0
"Elite",0
"Executive",0
"Executive Office",0
"Exiles",0
"Foreign Ministry",0
"General Population",138
"Government",159.1
"Human Rights IGOs",0
"Human Rights NGOs",10
"Information",0
"Insurgents",1
"Interior",0
"International Religious",0
"Judicial",0
"Labor",0
"Legal",0
"Legislative",0
"Media",0
"Medical",0
"Military",171.7
"Muslim",10
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",0
"Police",0
"Protestors",0
"Rebel",0
"Refugees",0
"Social",22
"Unidentified Forces",184.4
