"TSectors","Intensity"
"Agriculture",0
"Business",36.8
"Catholic",0
"Criminals",0
"Dissident",50.7
"Education",24.7
"Exiles",0
"Food Ministry",0
"General Population",392.9
"Government",0
"Heavy Industrial",0
"Human Rights IGOs",0
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",0
"Jewish",0
"Labor",27.7
"Labor Ministry",0
"Media",25.3
"Medical",32.7
"Military",0
"Military Intelligence",0
"Muslim",0
"National Religious",22.7
"Nongovernmental Organization (International)",19.3
"Nongovernmental Organizations",22.7
"Police",104.4
"Protestors",60.9
"Provincial Party",0
"Radicals",0
"Rebel",0
"Refugees",27.1
"Social",546.5
"Unidentified Forces",0
