"TSectors","Intensity"
"Agricultural",0
"Buddhist",7.5
"Business",7.5
"Criminals",80
"Dissident",42.5
"Education",0
"Exiles",0
"Finance",0
"General Population",174.2
"Government",49.3
"Human Rights IGOs",0
"Human Rights NGOs",17
"Ideological",11.9
"International Ethnic",0
"International Religious",0
"Local",0
"Media",10.1
"Medical",67.5
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",0
"Nongovernmental Organization (International)",10.5
"Nongovernmental Organizations",33.5
"Police",24.5
"Protestors",0
"Provincial",12.5
"Radicals",0
"Rebel",0
"Separatists",0
"Social",161.6
"State Media",0
"Unidentified Forces",0
"Uyghur",0
