"TSectors","Intensity"
"Business",0
"Criminals",44.3
"Defense",0
"Dissident",0
"Education",0
"Elite",74.6
"Executive",0
"Executive Office",0
"General Population",235.3
"Government",185.3
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Dissident",0
"International Radicals",0
"International Religious",0
"Labor",0
"Local",0
"Media",43.3
"Medical",0
"Military",187.3
"Muslim",34.3
"National Religious",0
"Nongovernmental Organization (International)",45.3
"Nongovernmental Organizations",0
"Police",80.3
"Protestors",161.3
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Shia",0
"Social",67
"Unidentified Forces",54.3
