"TSectors","Intensity"
"(National) Minor Party",0
"Air Force",0
"Army",0
"Business",36.4
"Center Right",22
"Centrist",21
"Criminals",37
"Dissident",96
"Education",131
"Executive",0
"General Population",697.3
"Government",209.3
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",24
"International Ethnic",14
"International Religious",24.6
"Labor",36
"Local",38
"Media",16
"Medical",32
"Military",143.3
"Muslim",22
"National Religious",52
"News",0
"Nongovernmental Organization (International)",22
"Nongovernmental Organizations",31
"Parties",21.2
"Police",148
"Protestors",31
"Provincial",0
"Radicals",42
"Rebel",0
"Social",24
"Unidentified Forces",175.2
