"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Business",122.4
"Criminals",123.4
"Dissident",167.4
"Education",0
"Exiles",120.4
"Finance",108.4
"General Population",188.6
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"International Ethnic",0
"International Religious",121.4
"Local",0
"Media",114.4
"Medical",0
"Municipal",104.6
"Muslim",0
"National Ethnic",0
"National Religious",128.4
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",131.4
"Police",116.4
"Protestors",132.4
"Provincial",117.4
"Radicals",0
"Rebel",0
"Separatists",0
"Social",172.7
"State Media",0
"Unidentified Forces",0
"Uyghur",0
