"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",5.5
"Buddhist",0
"Business",20.3
"Criminals",0
"Dissident",126.3
"Education",40.3
"Elite",50.3
"Exiles",0
"General Population",231.9
"Government",335.1
"Government Major Party (In Government)",26.3
"Human Rights IGOs",2.3
"Human Rights NGOs",0
"Insurgents",39.3
"International Religious",39.3
"Judicial",24.3
"Labor",40.3
"Legislative",0
"Media",0
"Medical",0
"Military",29.3
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",8.3
"Opposition Major Party (Out Of Government)",33.3
"Parties",0
"Police",0
"Protestors",0
"Radicals",0
"Rebel",0
"Social",251.5
"Unidentified Forces",0
